Respondent ID,Collector ID,CompletionTimeMinutes,End Date,FavorEntryLevel,FavorConventionalSoon,FavorOnlineEducation,FavorAI,HeardOfUdacity,HeardOfUdemy,HeardOfCoursera,HeardOfPluralsight,HeardOfLynda,Industry,FavorRegulation,ReportedIncome,ReportedAge,SurveyMonkeyAge,SurveyMonkeyIncome,SurveyMonkeyRegion,IsReportedMale,IsReportedFemale,IsReportedNonbinary,IsUnreportedGender,IsReportedIncomePreferNotDisclose,IsSurveyMonkeyMale,IsSurveyMonkeyFemale,IsSurveyMonkeyUnreportedGender,IsSurveyMonkeyIncomePreferNotDisclose,IsManager,IsUnemployed,IsMale,IsFemale
10552172518,226272122,1,2/24/2019 23:08,1,3,5,7,0,0,0,0,0,9,6,,4,4,8,6,1,0,0,0,1,1,0,0,0,1,0,1,0
10552172421,226272122,1,2/24/2019 23:08,6,10,10,10,0,1,1,1,1,10,10,3,4,4,3,8,0,1,0,0,0,1,0,0,0,1,0,1,1
10552171689,226272122,,2/24/2019 23:07,3,8,6,5,0,0,1,0,1,6,6,7,4,4,6,9,1,0,0,0,0,1,0,0,0,1,0,1,0
10552163063,226272122,3,2/24/2019 22:58,6,5,6,5,0,1,0,0,0,6,6,7,3,3,8,7,1,0,0,0,0,1,0,0,0,1,0,1,0
10552162754,226272122,3,2/24/2019 22:58,2,4,6,7,0,0,0,0,0,9,8,3,3,3,2,6,1,0,0,0,0,1,0,0,0,0,0,1,0
10552162734,226272122,3,2/24/2019 22:58,1,1,1,10,1,0,0,0,0,11,1,7,1,2,4,5,1,0,0,0,0,1,0,0,0,1,0,1,0
10552162558,226272122,2,2/24/2019 22:57,3,1,3,5,0,0,0,0,0,11,6,5,3,3,5,5,1,0,0,0,0,1,0,0,0,1,0,1,0
10552162473,226272122,3,2/24/2019 22:57,6,6,8,5,0,0,0,0,1,5,7,4,3,3,4,3,1,0,0,0,0,1,0,0,0,1,0,1,0
10552162319,226272122,2,2/24/2019 22:57,3,6,9,5,0,0,0,0,0,5,5,2,2,2,,9,0,1,0,0,0,0,1,0,1,0,1,0,1
10552162263,226272122,1,2/24/2019 22:57,5,5,5,4,1,0,0,0,0,8,6,5,3,3,4,3,1,0,0,0,0,1,0,0,0,1,0,1,0
10552162224,226272122,2,2/24/2019 22:57,10,1,4,1,0,0,0,0,0,7,1,2,2,3,2,5,0,0,1,0,0,1,0,0,0,0,0,1,0
10552162153,226272122,2,2/24/2019 22:57,8,7,10,7,0,0,1,0,0,10,7,4,3,3,5,3,1,0,0,0,0,1,0,0,0,0,0,1,0
10552162102,226272122,2,2/24/2019 22:57,5,8,6,6,0,1,0,0,1,10,8,3,2,2,3,5,1,0,0,0,0,1,0,0,0,0,1,1,0
10552162088,226272122,1,2/24/2019 22:57,7,8,4,9,0,0,0,0,0,2,5,4,2,2,3,5,1,0,0,0,0,1,0,0,0,0,1,1,0
10552162048,226272122,2,2/24/2019 22:57,8,5,5,4,1,1,1,0,1,6,10,9,2,2,10,3,1,0,0,0,0,1,0,0,0,1,0,1,0
10552161997,226272122,1,2/24/2019 22:57,10,10,10,10,0,0,1,1,1,2,10,10,2,3,7,5,1,0,0,0,0,1,0,0,0,1,0,1,0
10552161966,226272122,3,2/24/2019 22:57,6,3,4,5,0,0,0,0,1,10,5,4,3,3,3,4,1,0,0,0,0,1,0,0,0,0,0,1,0
10552161877,226272122,3,2/24/2019 22:57,9,6,7,8,0,0,0,0,0,4,8,4,2,2,1,7,1,0,0,0,0,1,0,0,0,0,0,1,0
10552161762,226272122,,2/24/2019 22:56,5,5,6,3,0,0,1,0,0,6,6,2,2,2,3,1,1,0,0,0,0,1,0,0,0,1,0,1,0
10552161531,226272122,,2/24/2019 22:56,7,5,8,8,0,0,1,0,0,10,9,,3,2,2,7,0,0,1,0,1,1,0,0,0,0,0,1,0
10552161523,226272122,1,2/24/2019 22:56,8,6,5,3,0,0,0,0,0,9,5,8,3,3,8,5,1,0,0,0,0,1,0,0,0,0,0,1,0
10552161319,226272122,2,2/24/2019 22:56,7,6,8,2,0,0,0,0,0,10,3,4,2,2,4,9,1,0,0,0,0,1,0,0,0,0,1,1,0
10552157325,226272122,1,2/24/2019 22:52,5,7,5,5,1,0,1,0,0,2,6,2,2,2,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0
10552154963,226272122,3,2/24/2019 22:49,5,5,8,2,1,0,0,0,0,10,1,3,4,4,4,4,0,1,0,0,0,0,1,0,0,0,0,0,1
10552153894,226272122,5,2/24/2019 22:51,7,7,9,9,1,0,0,0,0,11,8,2,4,4,2,8,1,0,0,0,0,1,0,0,0,0,0,1,0
10552153672,226272122,4,2/24/2019 22:48,5,5,5,1,0,0,0,0,0,10,4,6,4,4,,5,0,1,0,0,0,0,1,0,1,0,1,0,1
10552153562,226272122,3,2/24/2019 22:48,7,3,3,8,1,1,1,0,0,6,3,5,5,5,5,5,0,1,0,0,0,0,1,0,0,0,0,0,1
10552153517,226272122,2,2/24/2019 22:48,6,7,8,6,1,1,0,0,0,10,6,4,4,4,4,1,0,1,0,0,0,0,1,0,0,1,0,0,1
10552153089,226272122,2,2/24/2019 22:47,6,9,8,3,0,0,0,0,0,11,2,3,5,4,3,9,0,1,0,0,0,0,1,0,0,0,1,0,1
10552152672,226272122,1,2/24/2019 22:47,8,8,9,9,0,0,0,0,0,5,7,8,4,4,8,5,0,1,0,0,0,0,1,0,0,1,0,0,1
10552152667,226272122,2,2/24/2019 22:47,5,9,8,8,0,0,1,0,0,10,7,6,4,4,5,6,0,1,0,0,0,0,1,0,0,0,0,0,1
10552151899,226272122,2,2/24/2019 22:46,8,3,6,5,0,0,0,0,0,12,10,5,4,4,5,2,0,1,0,0,0,0,1,0,0,0,0,0,1
10552151780,226272122,2,2/24/2019 22:46,7,7,5,9,1,0,0,0,0,10,4,6,5,5,5,3,0,1,0,0,0,0,1,0,0,0,1,0,1
10552151705,226272122,3,2/24/2019 22:46,10,5,10,1,0,0,0,0,0,5,5,2,5,5,2,6,0,1,0,0,0,0,1,0,0,0,1,0,1
10552151541,226272122,2,2/24/2019 22:46,10,8,6,7,0,0,0,0,0,6,7,4,4,4,4,4,1,0,0,0,0,1,0,0,0,0,0,1,0
10552151214,226272122,2,2/24/2019 22:45,9,7,9,6,0,0,0,0,0,6,5,4,4,4,4,8,0,1,0,0,0,0,1,0,0,0,0,0,1
10552151208,226272122,2,2/24/2019 22:45,4,5,4,1,0,0,1,0,0,10,9,7,4,4,6,3,0,1,0,0,0,0,1,0,0,1,0,0,1
10552150914,226272122,1,2/24/2019 22:45,6,1,5,10,0,0,0,0,0,11,5,4,4,4,4,3,0,1,0,0,0,0,1,0,0,1,0,0,1
10552150849,226272122,1,2/24/2019 22:45,8,5,10,2,0,0,0,0,0,2,1,6,4,4,6,6,0,1,0,0,0,0,1,0,0,0,0,0,1
10552150756,226272122,2,2/24/2019 22:45,7,8,9,6,0,0,1,0,0,5,7,3,4,4,8,5,0,1,0,0,0,0,1,0,0,0,0,0,1
10552150734,226272122,2,2/24/2019 22:45,5,6,4,4,0,0,0,0,0,5,3,9,4,4,9,5,1,0,0,0,0,1,0,0,0,0,0,1,0
10552150286,226272122,2,2/24/2019 22:44,7,4,5,7,0,0,0,0,0,10,8,2,4,4,3,5,0,1,0,0,0,0,1,0,0,0,0,0,1
10552150160,226272122,2,2/24/2019 22:44,5,3,8,2,0,0,1,0,0,4,7,3,4,4,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1
10552150133,226272122,1,2/24/2019 22:44,6,7,7,3,0,1,0,0,0,4,5,2,4,4,1,6,0,1,0,0,0,0,1,0,0,0,0,0,1
10552150067,226272122,2,2/24/2019 22:44,3,7,6,2,0,0,0,0,0,4,5,4,5,5,4,7,0,1,0,0,0,0,1,0,0,0,0,0,1
10552147515,226272122,2,2/24/2019 22:41,5,4,8,5,0,0,0,0,0,10,8,5,4,4,5,5,0,1,0,0,0,0,1,0,0,0,0,0,1
10552140161,226272122,2,2/24/2019 22:33,7,6,10,9,1,0,0,0,0,5,1,3,2,2,4,9,1,0,0,0,0,1,0,0,0,0,0,1,0
10552136119,226272122,3,2/24/2019 22:29,3,5,3,2,0,0,0,0,1,6,3,5,4,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
10552133355,226272122,3,2/24/2019 22:26,5,1,6,1,0,0,0,0,0,2,4,3,5,5,3,4,0,1,0,0,0,0,1,0,0,0,1,0,1
10552133121,226272122,2,2/24/2019 22:26,2,2,2,1,0,1,1,0,1,10,2,5,4,5,5,5,0,1,0,0,0,0,1,0,0,0,0,0,1
10552133091,226272122,3,2/24/2019 22:26,5,5,1,1,0,0,0,0,0,5,8,4,4,4,4,6,0,1,0,0,0,0,1,0,0,0,0,0,1
10552133056,226272122,3,2/24/2019 22:26,10,10,10,10,0,0,0,1,0,2,9,1,5,5,1,9,0,1,0,0,0,0,1,0,0,0,1,0,1
10552132798,226272122,2,2/24/2019 22:25,10,10,10,10,0,0,0,1,0,10,10,2,4,4,2,8,0,1,0,0,0,0,1,0,0,0,0,0,1
10552132633,226272122,1,2/24/2019 22:25,6,5,5,6,0,1,0,0,0,3,6,4,4,4,4,5,0,1,0,0,0,0,1,0,0,0,0,0,1
10552132259,226272122,2,2/24/2019 22:25,10,10,10,3,1,0,0,0,0,2,2,6,4,4,6,3,0,1,0,0,0,0,1,0,0,0,0,0,1
10552131708,226272122,1,2/24/2019 22:24,9,4,2,9,0,0,0,1,0,8,9,10,4,4,9,9,0,1,0,0,0,0,1,0,0,0,0,0,1
10552131579,226272122,1,2/24/2019 22:24,8,8,5,6,0,0,0,0,0,5,5,6,3,5,6,9,0,1,0,0,0,0,1,0,0,1,0,0,1
10552123027,226271827,2,2/24/2019 22:15,7,8,7,7,1,1,1,1,1,7,6,4,3,,,,0,1,0,0,0,0,0,1,0,1,0,0,1
10552119700,226272122,1,2/24/2019 22:11,10,3,6,3,0,0,0,0,1,11,8,3,2,2,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1
10552118410,226272122,2,2/24/2019 22:10,5,7,9,1,0,1,0,0,0,10,5,4,2,2,1,9,1,0,0,0,0,1,0,0,0,0,0,1,0
10552115183,226272122,2,2/24/2019 22:07,9,10,10,10,0,0,1,0,0,10,10,3,2,2,3,9,1,0,0,0,0,1,0,0,0,1,0,1,0
10552109394,226272122,2,2/24/2019 22:00,6,8,6,7,1,1,1,0,1,11,8,,4,4,3,5,0,0,1,0,1,1,0,0,0,1,0,1,0
10552108891,226272122,2,2/24/2019 22:00,6,5,7,5,0,0,1,0,0,11,6,3,4,4,3,3,1,0,0,0,0,1,0,0,0,0,0,1,0
10552107780,226272122,2,2/24/2019 21:59,8,5,9,6,0,0,0,1,0,7,10,6,4,4,6,8,1,0,0,0,0,1,0,0,0,1,0,1,0
10552107476,226272122,2,2/24/2019 21:58,1,6,4,3,1,0,0,0,0,2,7,6,4,4,5,2,1,0,0,0,0,1,0,0,0,1,0,1,0
10552107369,226272122,2,2/24/2019 21:58,6,4,5,4,1,0,0,0,0,3,5,7,4,4,7,5,1,0,0,0,0,1,0,0,0,0,0,1,0
10552107307,226272122,,2/24/2019 21:58,4,5,6,7,0,0,1,0,0,7,7,6,3,4,6,3,1,0,0,0,0,1,0,0,0,1,0,1,0
10552098254,226272122,1,2/24/2019 21:49,6,4,4,5,1,0,0,0,0,5,5,3,2,2,3,9,0,1,0,0,0,0,1,0,0,0,0,0,1
10552092059,226272122,3,2/24/2019 21:43,6,4,7,6,0,0,1,0,0,11,7,3,2,2,,7,0,1,0,0,0,0,1,0,1,0,0,0,1
10552091863,226272122,1,2/24/2019 21:43,8,4,6,6,0,1,0,0,1,3,7,3,2,2,2,7,0,1,0,0,0,0,1,0,0,1,0,0,1
10552085958,226272122,2,2/24/2019 21:37,6,5,6,9,0,0,0,0,0,5,7,8,5,5,7,3,0,1,0,0,0,0,1,0,0,0,0,0,1
10552085932,226272122,2,2/24/2019 21:37,2,1,3,5,0,0,0,0,0,7,5,4,5,5,4,8,0,1,0,0,0,0,1,0,0,1,0,0,1
10552085918,226272122,2,2/24/2019 21:37,4,5,6,5,0,0,0,0,1,5,5,5,4,4,3,3,0,1,0,0,0,0,1,0,0,0,0,0,1
10552085756,226272122,2,2/24/2019 21:37,10,8,10,6,0,0,0,1,0,5,8,2,4,4,2,5,0,1,0,0,0,0,1,0,0,1,0,0,1
10552085505,226272122,2,2/24/2019 21:36,8,6,5,5,0,0,0,1,0,10,5,,4,4,,7,0,1,0,0,1,0,1,0,1,0,0,0,1
10552085243,226272122,1,2/24/2019 21:36,10,8,7,7,0,0,0,1,0,5,8,6,5,5,5,5,0,1,0,0,0,0,1,0,0,1,0,0,1
10552084596,226272122,1,2/24/2019 21:35,3,5,3,1,0,1,0,0,0,2,9,6,5,5,7,6,0,1,0,0,0,0,1,0,0,1,0,0,1
10552082385,226272122,1,2/24/2019 21:33,6,6,6,6,0,0,0,0,1,5,6,3,4,4,3,1,0,1,0,0,0,0,1,0,0,0,0,0,1
10552079936,226272122,12,2/24/2019 21:31,7,5,5,5,0,0,0,1,0,10,5,2,2,2,,9,1,0,0,0,0,1,0,0,1,0,0,1,0
10552071491,226272122,2,2/24/2019 21:22,4,3,8,4,1,0,0,0,0,10,5,4,4,4,4,5,0,1,0,0,0,0,1,0,0,0,1,0,1
10552070647,226272122,2,2/24/2019 21:22,10,6,6,6,1,1,0,0,1,6,6,4,4,4,4,5,1,0,0,0,0,1,0,0,0,0,0,1,0
10552066253,226272122,2,2/24/2019 21:17,6,6,8,6,0,0,1,0,0,6,5,4,4,4,4,9,0,1,0,0,0,0,1,0,0,0,0,0,1
10552065612,226272122,2,2/24/2019 21:17,9,3,2,3,0,0,0,0,0,5,8,10,3,3,10,9,0,1,0,0,0,0,1,0,0,0,0,0,1
10552065371,226272122,1,2/24/2019 21:17,3,4,7,2,0,1,0,0,0,6,8,1,1,2,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0
10552058539,226272122,1,2/24/2019 21:10,5,6,7,5,1,0,0,0,0,6,5,3,2,2,1,3,1,0,0,0,0,1,0,0,0,1,0,1,0
10552056216,226272122,2,2/24/2019 21:07,5,10,10,10,1,0,0,0,0,5,5,2,2,2,2,9,0,1,0,0,0,0,1,0,0,0,0,0,1
10552055301,226272122,2,2/24/2019 21:07,5,6,6,5,0,0,0,0,0,5,7,7,3,3,8,2,0,1,0,0,0,0,1,0,0,0,0,0,1
10552050696,226272122,1,2/24/2019 21:02,7,7,7,8,0,0,0,1,0,2,7,,1,2,,9,1,0,0,0,1,1,0,0,1,1,0,1,0
10552045660,226272122,2,2/24/2019 20:57,8,4,5,2,0,0,1,0,0,10,5,5,3,3,,9,1,0,0,0,0,1,0,0,1,0,0,1,0
10552044375,226272122,6,2/24/2019 20:55,6,7,10,5,0,0,1,0,0,6,3,4,4,4,3,8,0,1,0,0,0,0,1,0,0,1,0,0,1
10552043691,226272122,2,2/24/2019 20:55,9,8,8,7,1,1,1,1,1,6,7,5,3,3,5,6,1,0,0,0,0,1,0,0,0,0,0,1,0
10552042966,226272122,2,2/24/2019 20:54,6,8,4,6,0,0,0,0,0,10,1,4,3,3,4,4,1,0,0,0,0,1,0,0,0,1,0,1,0
10552041849,226272122,2,2/24/2019 20:53,10,5,8,6,1,0,0,0,0,10,7,3,5,5,3,4,1,0,0,0,0,1,0,0,0,0,0,1,0
10552040931,226272122,1,2/24/2019 20:52,6,4,7,4,0,1,0,0,0,6,3,6,3,3,6,5,0,1,0,0,0,0,1,0,0,1,0,0,1
10552039782,226272122,1,2/24/2019 20:51,4,5,7,5,0,0,1,0,0,8,8,7,3,3,5,9,0,1,0,0,0,0,1,0,0,1,0,0,1
10552039698,226272122,1,2/24/2019 20:51,10,10,8,6,0,0,0,0,1,8,10,3,2,2,2,4,0,1,0,0,0,0,1,0,0,0,0,0,1
10552039504,226272122,4,2/24/2019 20:51,1,1,1,1,0,0,0,0,0,8,10,3,4,4,4,6,1,0,0,0,0,1,0,0,0,0,0,1,0
10552039491,226272122,5,2/24/2019 20:51,8,7,6,4,0,1,0,0,0,4,6,5,3,3,5,7,0,1,0,0,0,0,1,0,0,0,0,0,1
10552039454,226272122,4,2/24/2019 20:51,6,4,4,3,1,0,0,0,0,6,10,,5,5,7,9,1,0,0,0,1,1,0,0,0,1,0,1,0
10552039155,226272122,3,2/24/2019 20:50,3,3,7,3,0,0,0,0,0,7,4,4,4,4,3,4,1,0,0,0,0,1,0,0,0,1,0,1,0
10552038739,226272122,3,2/24/2019 20:50,8,3,8,3,0,0,0,0,0,4,9,3,5,5,4,8,1,0,0,0,0,1,0,0,0,1,0,1,0
10552037963,226272122,3,2/24/2019 20:49,6,6,6,1,0,0,0,0,0,1,2,3,5,5,3,5,1,0,0,0,0,1,0,0,0,1,0,1,0
10552037910,226272122,3,2/24/2019 20:49,4,7,3,3,1,0,0,0,0,10,9,3,4,4,3,5,1,0,0,0,0,1,0,0,0,0,0,1,0
10552037734,226272122,3,2/24/2019 20:49,6,6,8,7,0,1,0,0,0,10,8,5,3,3,4,6,0,1,0,0,0,0,1,0,0,1,0,0,1
10552037715,226272122,1,2/24/2019 20:49,2,7,5,2,0,0,1,0,0,6,6,7,3,2,6,9,1,0,0,0,0,1,0,0,0,1,0,1,0
10552037331,226272122,2,2/24/2019 20:48,5,5,5,5,0,0,0,0,0,5,9,,3,3,,3,0,1,0,0,1,0,1,0,1,0,0,0,1
10552037326,226272122,2,2/24/2019 20:48,7,1,5,9,0,0,0,0,0,6,6,5,4,4,5,5,1,0,0,0,0,1,0,0,0,0,0,1,0
10552037302,226272122,1,2/24/2019 20:48,8,7,8,6,1,0,0,0,0,3,6,4,3,4,3,4,1,0,0,0,0,1,0,0,0,1,0,1,0
10552037144,226272122,2,2/24/2019 20:48,8,7,9,8,1,0,0,0,0,2,10,3,3,3,3,3,0,1,0,0,0,0,1,0,0,1,0,0,1
10552037139,226272122,2,2/24/2019 20:48,9,5,3,9,1,0,0,0,0,11,5,5,2,2,5,2,0,1,0,0,0,0,1,0,0,0,0,0,1
10552037137,226272122,2,2/24/2019 20:48,8,10,1,5,0,0,0,0,0,1,2,5,4,4,5,3,1,0,0,0,0,1,0,0,0,0,0,1,0
10552037100,226272122,1,2/24/2019 20:48,1,6,8,5,0,0,0,1,0,5,6,1,2,2,1,4,1,0,0,0,0,1,0,0,0,0,0,1,0
10552036934,226272122,2,2/24/2019 20:48,7,3,5,5,1,0,0,0,0,8,9,1,2,2,1,9,0,1,0,0,0,0,1,0,0,0,0,0,1
10552036817,226272122,2,2/24/2019 20:48,1,4,9,1,0,1,0,0,0,2,1,9,3,3,,9,0,1,0,0,0,0,1,0,1,0,1,0,1
10552036800,226272122,2,2/24/2019 20:48,8,3,5,7,0,0,0,0,0,1,5,5,3,3,5,7,0,1,0,0,0,0,1,0,0,0,0,0,1
10552036794,226272122,2,2/24/2019 20:48,6,5,4,4,0,0,0,0,0,10,6,4,4,4,4,5,1,0,0,0,0,1,0,0,0,0,0,1,0
10552036627,226272122,2,2/24/2019 20:48,10,10,10,10,0,0,0,0,0,2,3,5,2,2,5,5,0,1,0,0,0,0,1,0,0,1,0,0,1
10552036372,226272122,1,2/24/2019 20:47,8,8,1,1,0,0,1,0,0,5,7,4,3,3,3,8,0,1,0,0,0,0,1,0,0,0,0,0,1
10552036197,226272122,1,2/24/2019 20:47,2,8,10,5,0,0,0,0,1,11,9,2,3,3,2,5,0,1,0,0,0,0,1,0,0,1,0,0,1
10552035556,226272122,,2/24/2019 20:46,1,1,1,1,1,0,0,0,0,5,1,4,2,2,7,3,0,1,0,0,0,0,1,0,0,0,0,0,1
10552035492,226272122,,2/24/2019 20:46,6,5,6,6,0,1,0,0,0,6,5,4,2,2,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1
10552035441,226272122,,2/24/2019 20:46,8,7,7,6,0,1,1,0,1,11,9,4,2,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1
10552034875,226272122,1,2/24/2019 20:46,1,3,4,6,0,1,0,0,0,5,6,7,3,2,4,6,0,1,0,0,0,0,1,0,0,1,0,0,1
10552032748,226272122,2,2/24/2019 20:44,6,4,5,4,0,1,0,0,0,10,7,,2,2,,9,0,1,0,0,1,0,1,0,1,0,1,0,1
10552026892,226272122,2,2/24/2019 20:38,8,10,10,10,0,1,1,1,1,6,7,2,2,2,3,7,1,0,0,0,0,1,0,0,0,0,0,1,0
10552026630,226272122,3,2/24/2019 20:38,7,4,10,6,1,0,1,0,0,10,5,1,2,2,6,9,0,1,0,0,0,0,1,0,0,0,0,0,1
10552025520,226272122,5,2/24/2019 20:36,10,1,2,5,0,0,0,0,1,10,1,1,3,3,2,3,0,1,0,0,0,0,1,0,0,1,0,0,1
10552025347,226272122,1,2/24/2019 20:36,8,8,9,7,1,0,0,1,1,6,9,9,2,2,10,6,1,0,0,0,0,1,0,0,0,1,0,1,0
10552024845,226272122,3,2/24/2019 20:36,5,6,7,7,1,0,0,0,0,11,8,7,3,3,4,8,0,1,0,0,0,0,1,0,0,1,0,0,1
10552016722,226272122,2,2/24/2019 20:28,6,6,4,5,0,0,0,0,1,10,6,4,4,4,3,7,0,1,0,0,0,0,1,0,0,0,0,0,1
10552010454,226272122,2,2/24/2019 20:22,5,7,4,7,0,0,1,0,0,8,6,5,1,2,4,7,1,0,0,0,0,1,0,0,0,0,0,1,0
10552006482,226272122,5,2/24/2019 20:18,9,10,8,4,0,0,0,0,0,10,6,3,4,4,3,4,0,1,0,0,0,0,1,0,0,0,1,0,1
